mainlocation,sublocation,neighborhood,frontage,purpose,streetwidth,size,Price
المدينة المنورة,,حي العيون,جنوب شرقي,سكني أو تجاري,40,4890,1250
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,15,375,693
الزلفي,,حي حطين,شمال شرقي,سكني,30,625,160
الرياض,شمال الرياض,حي القيروان,3 شوارع,تجاري,80,6162,8500
جدة,شمال جدة,حي الياقوت,شمال شرقي,سكني,30,625,2000
الطائف,,حي جبرة,شمال شرقي,تجاري,40,640,2500
الخبر,,حي المرجان,جنوب,سكني,30,1631,398
الرياض,غرب الرياض,حي عرقة,شرق,سكني,20,288,3500
الرياض,شمال الرياض,حي بنبان,شرق,سكني,15,630,428
الرياض,شمال الرياض,حي حطين,شمال,سكني,15,750,4000
الرياض,شمال الرياض,حي الملك فهد,3 شوارع,,20,3900,3450
الرياض,شمال الرياض,حي المروج,شمال,تجاري,30,575,4700
الرياض,شمال الرياض,حي بنبان,شمال غربي,سكني,20,1500,700
الرياض,غرب الرياض,حي عرقة,شمال,سكني,25,525,2900
الرياض,غرب الرياض,حي لبن,غرب,سكني,20,900,2800
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,20,660,530
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,20,780,4500
الرياض,شمال الرياض,حي الياسمين,3 شوارع,سكني,15,1350,3650
الخبر,,حي المرجان,غرب,سكني,20,905,552
الرياض,شمال الرياض,حي الملك عبدالله,3 شوارع,تجاري,100,6008,3500
الرياض,شمال الرياض,حي الملقا,شمال,سكني,17,446,4000
الرياض,شمال الرياض,حي الملقا,جنوب,,15,446,4300
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,15,620,1500
الرياض,شمال الرياض,حي القيروان,شمال غربي,سكني,20,5419,900
الرياض,شمال الرياض,حي الملقا,3 شوارع,تجاري,60,2136,10000
الرياض,شرق الرياض,حي الازدهار,شمال غربي,سكني,20,690,3650
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,15,350,3100
الرياض,غرب الرياض,حي عرقة,جنوب غربي,سكني,20,1650,3800
الدرعية,,حي الخالدية,جنوب,سكني,20,660,3400
الرياض,شمال الرياض,حي الياسمين,4 شوارع,,15,7500,1174
الرياض,شمال الرياض,حي النرجس,شمال,سكني,15,1050,2900
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,15,538,3300
الرياض,جنوب الرياض,حي عريض,شمال شرقي,تجاري,40,1050,714
الرياض,شمال الرياض,حي الوادي,شرق,سكني,15,300,3400
الرياض,شمال الرياض,حي حطين,غرب,سكني,15,960,4000
الرياض,جنوب الرياض,حي عريض,شرق,سكني,15,432,694
الرياض,شمال الرياض,حي حطين,4 شوارع,سكني,20,6632,4000
جدة,شمال جدة,حي الزمرد,شرق,سكني,16,620,379
ابو عريش,,حي حاكمة ابوعريش,شمال,سكني,15,640,1328
مكة المكرمة,,حي العوالي,شمال شرقي,سكني,20,3000,70
جدة,شمال جدة,حي الزمرد,شمال,سكني,16,750,1600
الرياض,شرق الرياض,حي القادسية,جنوب شرقي,سكني أو تجاري,40,1106,2500
الرياض,شرق الرياض,حي الرمال,شرق,سكني,20,312,2100
ثادق,,حي الجنادرية,شمال شرقي,سكني أو تجاري,40,600,333
الرياض,شمال الرياض,حي الندى,شمال شرقي,سكني,20,812,4000
الرياض,غرب الرياض,حي ضاحية نمار,شمال غربي,سكني,20,875,914
الرياض,شمال الرياض,حي الربيع,شمال,سكني,20,1500,3400
الرياض,شرق الرياض,حي المونسية,غرب,سكني,15,312,2450
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,20,450,3250
الدمام,,حي ضاحية الملك فهد,جنوب شرقي,سكني أو تجاري,20,960,1100
الدمام,,حي المنار,4 شوارع,سكني أو تجاري,30,40000,550
الرياض,شمال الرياض,حي الملقا,4 شوارع,,20,19857,3900
الرياض,شرق الرياض,حي الازدهار,شمال غربي,سكني,20,1740,3450
الرياض,شمال الرياض,حي الملقا,شرق,سكني,16,450,3600
الرياض,شمال الرياض,حي بنبان,شرق,سكني,15,390,718
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,15,929,3500
الخبر,,حي الحمرا,غرب,تجاري,100,1441,5000
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,15,480,4200
الرياض,شمال الرياض,حي الملقا,غرب,سكني,28,1900,4000
الرياض,غرب الرياض,حي طويق,4 شوارع,سكني,15,5100,1200
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,15,452,3600
الرياض,شرق الرياض,حي النهضة,جنوب,سكني,10,600,1700
بريدة,,حي الرحاب,جنوب شرقي,سكني,20,681,900
الخرج,,حي الصناعية الجديدة,شرق,سكني,15,480,1000
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني أو تجاري,60,5110,6500
الرياض,شمال الرياض,حي النرجس,غرب,سكني,15,810,2850
الرياض,شمال الرياض,حي النخيل,3 شوارع,سكني أو تجاري,30,2750,5600
الرياض,غرب الرياض,حي المهدية,جنوب,سكني أو تجاري,40,600,1000
الرياض,شمال الرياض,حي النفل,غرب,سكني,20,675,3300
الدرعية,,حي الدرعية الجديدة,شمال,سكني,15,6000,235
الرياض,شمال الرياض,حي الملقا,غرب,,15,726,3500
الدرعية,,حي الدرعية الجديدة,جنوب,سكني,20,403,1650
بريدة,,حي خب القبر,جنوب,سكني,10,1050,250
الرياض,شرق الرياض,حي الملز,جنوب شرقي,سكني أو تجاري,20,825,2100
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,15,929,3500
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,25,6600,3300
عنيزة,,حي الصفا,غرب,سكني أو تجاري,80,852,246
الخبر,,حي الحمرا,جنوب,سكني,20,600,1650
جدة,شمال جدة,حي ابحر الجنوبية,جنوب,سكني,17,810,2667
جدة,شمال جدة,حي الصوارى,غرب,سكني,30,3750,1500
الرياض,شمال الرياض,حي القيروان,جنوب شرقي,,15,350,3800
الرياض,جنوب الرياض,حي عريض,شرق,سكني,15,877,570
المذنب,,حي ام عشيرة,شمال غربي,سكني أو تجاري,60,912062,2
الخبر,,حي الحمرا,جنوب شرقي,سكني,30,842,2000
الرياض,شمال الرياض,حي القيروان,شمال,سكني,15,390,2800
الرياض,غرب الرياض,حي الخزامى,جنوب غربي,سكني,20,4400,4350
الرياض,شمال الرياض,حي الياسمين,3 شوارع,,60,4200,5600
الرياض,غرب الرياض,حي ضاحية نمار,غرب,سكني,20,802,624
الخبر,,حي العقيق,جنوب شرقي,سكني,40,1196,551
الرياض,شرق الرياض,حي الرمال,4 شوارع,سكني أو تجاري,60,4831,1250
الرياض,شمال الرياض,حي المصيف,3 شوارع,سكني,15,1000,3000
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,25,2940,5000
الرياض,شرق الرياض,حي الحمراء,شرق,,20,1237,3000
الرياض,شرق الرياض,حي الشهداء,3 شوارع,سكني أو تجاري,60,3900,3100
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,15,445,3200
الرياض,شمال الرياض,حي العقيق,جنوب شرقي,سكني,15,2250,3300
الرياض,غرب الرياض,حي ظهرة لبن,جنوب,,30,900,2000
الرياض,غرب الرياض,حي عرقة,شمال,,20,600,2800
الرياض,شرق الرياض,حي الرمال,شمال,سكني,15,344,1500
الرياض,شرق الرياض,حي اليرموك,3 شوارع,سكني أو تجاري,60,1800,4000
مكة المكرمة,,حي العمرة الجديدة,جنوب,,10,500,80
الرياض,شرق الرياض,حي الشرق,شمال,,25,930,355
الرياض,جنوب الرياض,حي العزيزية,غرب,سكني,12,600,1100
الرياض,شمال الرياض,حي حطين,شمال,سكني,31,700,4900
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,18,700,4300
الرياض,غرب الرياض,حي لبن,شمال غربي,سكني,20,400,3000
الرياض,شمال الرياض,حي الملك عبدالله,شمال,سكني,15,330,3200
الخبر,,حي العقيق,جنوب,سكني,30,744,510
الرياض,غرب الرياض,حي الخزامى,غرب,سكني,20,875,4200
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,15,350,3400
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,20,9000,4200
الخبر,,حي اللؤلؤ,جنوب,,20,332,1084
الرياض,شمال الرياض,حي الصحافة,جنوب,تجاري,36,816,4200
الرياض,غرب الرياض,حي السويدي,جنوب شرقي,سكني أو تجاري,30,1300,1350
الرياض,شرق الرياض,حي قرطبة,4 شوارع,تجاري,46,5137,4400
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,20,1577,4500
جدة,شمال جدة,حي النهضة,جنوب,سكني,15,660,6515
الخبر,,حي الامواج,شمال,سكني,20,600,1166
الرياض,شمال الرياض,حي الملقا,غرب,سكني,29,1600,4500
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,18,2917,3500
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,15,501,3900
الخبر,,حي الامواج,شمال غربي,سكني,40,882,1133
الرياض,شمال الرياض,حي النرجس,شمال,تجاري,35,3406,2000
الرياض,غرب الرياض,حي ظهرة لبن,جنوب شرقي,سكني أو تجاري,30,1050,1400
الرياض,غرب الرياض,حي عرقة,شمال,سكني,16,2300,3700
الخرج,,حي النهضة,شرق,تجاري,20,400,1300
الرياض,شمال الرياض,حي الملقا,شمال,سكني,25,832,4800
جدة,شمال جدة,حي الزمرد,شرق,سكني,35,1200,1583
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,20,2290,3800
الرياض,شرق الرياض,حي الازدهار,شرق,سكني,20,900,3150
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,15,750,4100
الرياض,شرق الرياض,حي قرطبة,3 شوارع,سكني,20,3780,2700
الرياض,غرب الرياض,حي المهدية,جنوب,سكني,15,526,1150
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,15,1800,3000
الرياض,غرب الرياض,حي ظهرة لبن,غرب,تجاري,40,1200,1670
الرياض,شمال الرياض,حي الياسمين,شرق,سكني,60,1225,3500
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,20,446,4300
الرياض,شمال الرياض,حي القيروان,شمال,سكني أو تجاري,30,1535,3000
الخرج,,حي الصفاء,جنوب,سكني,15,400,500
جدة,شمال جدة,حي البشائر,غرب,سكني,15,300,1266
الرياض,غرب الرياض,حي عرقة,شمال,سكني,16,693,2500
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,28,2050,4100
الرياض,شمال الرياض,حي الملقا,شمال شرقي,,25,825,5000
بريدة,,حي الرحاب,جنوب,سكني,15,360,597
الخبر,,حي التحلية,جنوب,سكني,15,500,1450
الرياض,شرق الرياض,حي المونسية,شرق,سكني,18,288,2600
ثادق,,حي الجنادرية,3 شوارع,سكني,20,1497,200
الرياض,شمال الرياض,حي التعاون,شرق,,15,750,3000
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,28,2289,3950
ثادق,,حي الديرة القديمة,شرق,,25,1890,170
جازان,,حي الشاطئ,شمال,,25,475,950
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,18,494,3500
الخبر,,حي الصواري,شمال,تجاري,60,900,1555
الرياض,شمال الرياض,حي حطين,جنوب شرقي,تجاري,60,5618,4000
الرياض,غرب الرياض,حي طويق,غرب,تجاري,60,900,1667
الرياض,شمال الرياض,حي الملقا,غرب,سكني,18,820,3750
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,20,510,3000
جدة,شمال جدة,حي ابحر الجنوبية,4 شوارع,سكني أو تجاري,40,20000,8500
